PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
637,99456267,46943726,CC1(CC2=C(C=CN=C2O1)C3=CC=C(C=C3)C(=O)N)C(=O)NC4=CC(=CC=C4)NS(=O)(=O)C,Inactive,8,,,1.77,2.00018,-0.101815,4.54148,0.865902
638,3716210,2999516,CC(C1=NN=C(N1C2=CC=C(C=C2)Cl)SCN3C(=O)C4=CC=CC=C4N=N3)N(C)C,Inactive,8,,,1.77,1.31855,1.05297,0.630306,3.61465
639,22403131,2903433,CC(C)CNC(=O)C1CCN(CC1)CC2=CC=C(C=C2)OCC3=CC=CC=C3.C(=O)(C(=O)O)O,Inactive,8,,,1.76,0.597074,1.22904,2.5978,1.46719
640,24835190,2091291,CC(C)(C)NC(=O)NC(=O)COC(=O)CC1=C(C=CC=C1Cl)Cl,Inactive,8,,,1.76,0.466679,1.63066,2.38836,1.26824
641,49680846,135749819,COC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC=[N+](C=C2)[O-])O,Inactive,8,,,1.76,0.987354,3.14485,1.23779,0.903195
642,22403066,4025697,CCCC(=O)OCC(=O)NC1=CC=C(C=C1)N=NC2=CC=CC=C2,Inactive,8,,,1.76,0.271723,1.37454,1.94675,1.95506
643,103074383,49789776,CC1=C(C=CC(=N1)C(F)(F)F)C(=O)N2CCC2(C)C(=O)NS(=O)(=O)C3=CC4=C(C=C3)OCC4,Inactive,8,,,1.75,1.20865,1.43537,3.36888,0.460501
644,4264665,609180,CC1=CN=NC2=C1C3=NO[N+](=C3CC2)[O-],Inactive,8,,,1.75,1.82944,3.92678,-0.548777,1.88387
645,99454426,46942702,CCCN1CCC(CC1)C(=O)NC(C2=CC=C(C=C2)Cl)C3=CSC=C3,Inactive,8,,,1.75,2.24051,0.187916,4.91707,0.140878
646,103162982,49795406,CCOC(=O)C1(CCN1C(=O)C2=CC=C(C=C2)C)C,Inactive,8,,,1.75,1.55182,3.58449,1.86693,-0.21099
647,4258222,888613,CC1=CC(=NC(=N1)NC(=O)CSC2=NN=NN2C3=CC=CC=C3)C,Inactive,8,,,1.75,3.62568,0.538614,6.66414,-1.9676
648,17513289,5804570,C1CN(CCN1C2=C(C=CC=C2Cl)[N+](=O)[O-])C(=O)/C=C/C3=CC=C(C=C3)Cl,Inactive,8,,,1.74,1.53069,3.32186,2.21881,-0.333039
649,4242144,3237036,CC1CC2=CC=CC=C2N1S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)C(=O)N4C)C,Inactive,8,,,1.73,4.34081,-1.80581,7.84343,-0.849161
650,49641806,719355,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCCC3)CC=C,Inactive,8,,,1.72,1.96203,4.19078,1.56645,-0.608167
651,4255766,2943559,C1COCCN1CC(COC2=CC=C(C=C2)OCC3=CC=CC=C3)O,Inactive,8,,,1.71,3.22017,-2.77415,4.6271,3.28843
652,22411641,848605,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)NC2=CC=CC=C2,Inactive,8,,,1.71,2.63506,0.474568,-0.712889,5.37524
653,85273808,11693,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],Inactive,8,,,1.71,3.19071,5.5655,-2.24797,1.8174
654,24804423,1149349,CC1=CC=C(C=C1)OCC(=O)NC2=C(C3=C(S2)C(NC(C3)(C)C)(C)C)C#N,Inactive,8,,,1.71,0.126677,1.85105,1.54317,1.73057
655,47198350,6456149,C1CN(CCN1CC2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,Inactive,8,,,1.69,0.265846,1.90382,1.31712,1.85515
656,99456384,46943803,COC1=CC=C(C=C1)CC(C2=CSC(=N2)NC3=CC=CC=N3)N,Inactive,8,,,1.69,2.48656,0.79906,-0.809158,5.08254
657,7970933,2876008,C1=CC=C2C(=C1)NC(=O)C(S2)CC(=O)NC3=CC=CC(=C3)C(=O)O,Inactive,8,,,1.68,1.21725,1.06953,3.38349,0.598063
658,49675225,2329566,CC(C)(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N(C)C)CNC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C,Inactive,8,,,1.68,1.95466,0.774893,4.39544,-0.128091
659,851439,654014,C1CCCC(CC1)N2CCN(CC2)C(=O)C3=CC=CC=C3.C(=O)(C(=O)O)O,Inactive,7,,,1.67,1.49963,3.43241,1.82418,-0.231813
660,49720113,16030217,CC1=C(C=C(C=C1)N2C(=NN=N2)CNC(=O)C3CC(=O)N(C3)C4=CC=CC=C4)C,Inactive,7,,,1.67,1.38438,2.60368,-0.282669,2.70196
661,849509,652001,CC1=CC=C(C=C1)N(CC(=O)N)C2C(=O)N(C(=O)S2)CC3=CC=CC=C3,Inactive,7,,,1.67,2.78638,1.05658,-1.39058,5.3508
662,842317,5409720,CN\1C2=CC=CC=C2S/C1=C\C(=O)C3CCC3,Inactive,7,,,1.67,3.1447,-0.54943,6.11658,-0.559225
663,24809642,3138337,CC1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)CCN2CCOCC2,Inactive,7,,,1.67,1.51064,1.48388,3.60313,-0.0834146
664,851652,9567990,C1=CC=C(C=C1)NC(=O)C(CC2=CC=CS2)/C(=N/O)/N,Inactive,7,,,1.67,0.33557,1.24088,2.06083,1.70077
665,24815188,5066117,C1CN(CC1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3Cl,Inactive,7,,,1.66,3.43339,4.67199,-3.14353,3.45399
666,144095627,56835637,CC1=CC=CC=C1CN2CCCCC(C2=O)NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Inactive,7,,,1.66,1.11554,1.74741,2.98143,0.253057
667,24818270,6291645,C1=CC(=CC(=C1)[N+](=O)[O-])/C=C/C=N\NC(=O)C2=CC=C(C=C2)N,Inactive,7,,,1.66,11.2166,7.21602,-13.9869,11.7466
668,844283,646604,C1CN(COC1)C(=O)C2=CC=C(C=C2)Cl,Inactive,7,,,1.65,2.32692,0.364581,4.92162,-0.321789
669,49737486,24794206,CN(CC1=NC2=CC=CC=C2N1)C(=O)C3CCC(=O)N(C3)C4CCCC4,Inactive,7,,,1.65,2.00636,3.79788,-1.02755,2.19209
670,14734239,3538174,CCCCNC(=O)CSC1=NC2=CC=CC=C2C(=O)N1CC3COC4=CC=CC=C4O3,Inactive,7,,,1.65,2.80831,-1.28683,5.43541,0.810073
671,17412482,2875556,CC(C)CC(C(=O)OCC(=O)NC1=NC=C(C=C1)Br)NC(=O)C2=CC=CC=C2,Inactive,7,,,1.65,0.489601,1.19005,1.43577,2.32948
672,49680332,7998995,COC1=C(C=C(C=C1)F)CN2C(=O)C3=CC=CC=C3C(=N2)C(=O)O,Inactive,7,,,1.65,0.986811,0.510095,1.51034,2.91592
673,24788461,883800,CC1=CC(=CC=C1)OCCC(=O)NC2=CC(=C(C=C2)F)F,Inactive,7,,,1.64,2.8619,5.668,-0.00122669,-0.73762
674,99359845,22416251,C1=CC=C2C(=C1)C(=O)N(S2)C3=C(C=C(C=C3)Cl)Cl,Inactive,7,,,1.64,1.78475,-0.448005,1.44638,3.91131
675,47198251,531845,COC1=CC=CC(=C1)C(=O)NC2=CC=CC3=CC=CC=C32,Inactive,7,,,1.64,1.87433,3.05409,2.86554,-1.01288
676,99454631,46942849,CC(C)CNC(=O)C1(CCCCCN1C(=O)C2=CC3=CC=CC=C3S2)C,Inactive,7,,,1.63,1.2717,0.114237,3.22683,1.56384
677,26668661,2979411,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)NCC3=CN=CC=C3)CC4=CC(=CC=C4)C(F)(F)F,Inactive,7,,,1.63,1.95491,3.62697,-1.0216,2.298
678,22406595,5224115,COC1=CC=C(C=C1)N=C2N(C(=O)C(S2)CC(=O)NC3=CC=CC=C3)CC4=CC=CO4,Inactive,7,,,1.63,3.98853,1.17962,-3.01357,6.72506
679,47202289,897595,CN(C1=NN=C(S1)C2=CC=CC=C2)C(=O)C3=CC=CC=C3OC,Inactive,7,,,1.63,2.05372,3.4045,-1.24968,2.73083
680,49724909,16247853,COC1=CC=C(C=C1)CCNCC2=C(C=CC3=CC=CC=C32)OC.C(=O)(C(=O)O)O,Inactive,7,,,1.62,1.57131,3.65741,-0.167532,1.37356
681,14738640,9551514,COC1=CC=C(C=C1)OCCN2C=C(C3=CC=CC=C32)/C(=N/O)/N,Inactive,7,,,1.62,2.84522,-2.2387,2.55947,4.53782
682,17414999,963055,C1CN(CCN1CC2=CC=CC=C2)C(=S)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,7,,,1.61,3.38223,2.1443,5.46494,-2.76863
683,124755083,53300935,CC(C)(C)N1C(=NN=N1)C(C2=CC=CC=C2)N3CCN(CC3)C(=O)C4CCCO4,Inactive,7,,,1.6,0.735243,0.880485,2.61108,1.31403
684,17408817,2983339,CCOC1=C(C=CC(=C1)CNCCC2=CC=C(C=C2)S(=O)(=O)N)OCC3=CC=C(C=C3)Cl.Cl,Inactive,7,,,1.6,2.22398,3.58166,2.72446,-1.50593
685,144091592,60157581,CCOC(=O)[C@]/12CCCCC/C=C1/N(C(=O)[C@H]2CC(=O)NCC3=CC=CS3)CC4=CC=C(C=C4)OC,Inactive,7,,,1.6,1.28953,1.80208,-0.0728677,3.06607
686,103050875,49778582,C1CCN(C(C1)C2=CC(=NO2)C(=O)NCC3=CN=CC=C3)C(=O)CCC4=CC=CC=C4,Inactive,7,,,1.6,2.0588,-1.30734,2.84687,3.24581
687,24780973,671836,CC1=CC=C(C=C1)C(=O)N=C2C=C(C(=O)C=C2C)C(C)C,Inactive,7,,,1.59,1.07366,0.342245,1.47524,2.96412
688,87345664,661194,CC1=CC(=C(C=C1)N2C3=C(C=N2)C(=NC=N3)N4CCC(CC4)C(=O)N)C,Inactive,7,,,1.59,4.24642,-4.31572,3.62167,5.47472
689,121285196,51360533,CC(C)C1C(=O)N(CCS(=O)(=O)N1CC2=CC=C(C=C2)C3=C(C(=CC=C3)OC)OC)CC4=CN(N=N4)CCC5OCCO5,Inactive,7,,,1.59,3.04666,0.923692,-1.75894,5.61331
690,144095523,56643373,CCCCOC1=CC=C(C=C1)C(=O)NC2CCCCN(C2=O)CC3=CC(=CC=C3)C(F)(F)F,Inactive,7,,,1.59,0.117473,1.75515,1.48554,1.53327
691,85269555,2091868,CC1=CC(=NC2=NC(=NN12)SCC(=O)N3CCC(CC3)C(=O)O)C,Inactive,7,,,1.59,1.2632,3.27813,0.239204,1.25445
692,136946884,2102432,C=CCN1C(=NN=C1SCC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,7,,,1.58,2.28962,2.5597,-1.57885,3.76838
693,17406628,1218287,CCC(=O)NC1=C(C=CC(=C1)C(=O)OCC(=O)C2=CC=CC=C2Cl)C,Inactive,7,,,1.58,1.71449,3.30469,-0.759968,2.18696
694,22409921,2079602,CCOC1=C(C=CC=N1)C(=O)NCCN2C(=O)/C(=C\C3=CC=CS3)/SC2=O,Inactive,7,,,1.57,2.01764,-0.474727,0.862202,4.31423
695,4250458,3244264,CCOC(=O)N1CCC(CC1)NC(=O)CCN2C(=O)C3C4CC(C3C2=O)C=C4,Inactive,7,,,1.56,3.10276,5.42807,1.43537,-2.16879
696,47202635,766187,CC1=C(C(=C2C=C(C=CC2=N1)[N+](=O)[O-])C3=CC=CC=C3)C(=O)C,Inactive,7,,,1.56,1.86947,-0.0403813,0.545478,4.18569
697,89855602,4262396,C1C(C(OC1N2C=NC3=C2NC=NC3=S)CO)O,Inactive,7,,,1.56,1.50021,3.37857,1.6006,-0.295546
698,24793420,5351087,CC1=C(C=C(C=C1)/C=C/C(=O)O)S(=O)(=O)N2CCC3=CC=CC=C3C2,Inactive,7,,,1.55,2.65054,5.23303,-0.905374,0.332432
699,136947237,1941563,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC=CC4=CC=CC=C43)CC5=CC=CS5,Inactive,7,,,1.55,1.49092,3.54512,-0.0345374,1.12896
700,4263427,2947289,CC(C1=C(C=CC(=C1)Cl)O)NC2=NC=C(C=C2)Br,Inactive,7,,,1.54,1.88123,2.71489,-1.11307,3.02255
701,124753415,99844,COC1=C(C=CC(=C1)C=C2C(=O)C=CC2=O)O,Inactive,7,,,1.54,0.743601,0.750113,2.53619,1.33383
702,124753416,26106,C1=CN(C(=N1)[N+](=O)[O-])CC(CO)O,Inactive,7,,,1.53,1.07958,0.249163,2.89007,1.45152
703,47195314,17371091,C1CC(OC1)CNCC2=C(C=C(C=C2)Cl)Cl.Cl,Inactive,7,,,1.53,2.10674,0.523371,-0.402589,4.45693
704,26724855,3242549,COC1=CC=C(C=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)NC(=O)C4CCCO4,Inactive,7,,,1.52,0.477027,1.45862,0.967865,2.13159
705,49732717,6895221,C1=CC(=CC=C1/C=N/NC(=O)CSC2=NC=NN2)F,Inactive,7,,,1.52,3.61844,4.56425,-3.56592,3.556
706,22408355,2620605,C1=CC=C2C(=C1)NC(=N2)SCC(=O)NCCC3=CC=C(C=C3)Cl,Inactive,7,,,1.52,2.17104,2.09395,-1.38432,3.83859
707,57269096,4847261,COC1=CC=CC=C1COCC(CN2CCN(CC2)S(=O)(=O)C3=CC=CC(=C3)F)O,Inactive,7,,,1.51,0.901556,2.43374,0.288348,1.81445
708,17509512,5128589,CCC(C)NC(=O)CNC(=S)N(CC1=CC=CC=C1)CC2=CN=CC=C2,Inactive,7,,,1.51,1.51419,3.4522,-0.242288,1.32113
709,24797498,6467850,CC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)C(F)(F)F,Inactive,7,,,1.51,0.126879,1.53826,1.33586,1.6413
710,26730637,2738953,CC1=C(C(=NO1)C)NC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,7,,,1.5,2.27303,4.2407,-1.32482,1.59447
711,17409122,11958772,C=CCOC1=C(C=C(C=C1)Cl)CNCCCN2CCOCC2.Cl,Inactive,7,,,1.5,2.42857,-0.204649,4.93314,-0.232506
712,24808994,801962,CCC(=O)NC1=CC(=CC=C1)NC(=S)NC(=O)C2=CC=CC=C2C,Inactive,7,,,1.49,0.276036,1.10819,1.62696,1.74312
713,49825456,24818938,CCOC(=O)C1(CCCN(C1)C(=O)C2=NN(C(=C2)C)C)CC3=CC(=CC=C3)Cl,Inactive,7,,,1.48,2.87924,4.9288,-2.11912,1.62904
714,4257986,973953,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)SC,Inactive,7,,,1.48,0.73664,2.39455,0.591035,1.44399
715,4259059,2202302,C1COCCN1C2=CC=CC=C2NC(=O)CSC3=NC4=CC=CC=C4N3,Inactive,7,,,1.47,1.77406,0.24963,0.186825,3.98117
716,859828,2885947,C1CCN(C1)CC(=O)NCC23CC4CC(C2)CC(C4)C3.Cl,Inactive,6,,,1.47,2.39338,-1.7689,2.23957,3.94024
717,16953920,6114938,CC(C)NC(=S)N/N=C/C1=CC=CS1,Inactive,6,,,1.47,2.0503,4.36481,0.128486,-0.089351
718,22409927,2351986,CCN1C2=CC=CC=C2C(=C1O)N=NC(=O)C3=CC=C(C=C3)CSC4=NN=CN4C,Inactive,6,,,1.47,0.75407,0.803479,1.07764,2.52246
719,14722031,3193410,C1CCC(CC1)N2C(=NN=N2)C(C3=CC=CS3)N4CCN(CC4)C5=NC6=CC=CC=C6S5,Inactive,6,,,1.46,3.52004,-3.49396,4.33184,3.55352
720,49730725,20919651,CC1=C2C(=NN(C(=O)C2=NN1C3=CC=CC=C3)CC(=O)N4CCCC4)C,Inactive,6,,,1.46,2.22574,4.29463,1.22731,-1.1424
721,22404908,15945021,CN(CC1=C(C=C(C=C1)OC)OC)CC(=O)NC2=C(C=C(C=C2)Cl)C(F)(F)F.C(=O)(C(=O)O)O,Inactive,6,,,1.46,3.67986,-2.62867,6.29061,0.703614
722,24825600,6003139,CC(C)NC(=S)N/N=C/C1=CC=C(C=C1)NC(=O)C,Inactive,6,,,1.43,0.943222,0.736653,0.797759,2.76738
723,93577547,45479910,CC(=O)N1C[C@@H](C=C[C@@H]1CC(=O)OC)C(C(=O)OC)C(=O)OC,Inactive,6,,,1.43,1.52154,0.300544,3.5817,0.410312
724,85199217,4795608,CC1CCC(CC1)NC(=O)CCN2C(=O)C3CC=CCC3C2=O,Inactive,6,,,1.43,2.03345,4.21054,-0.589228,0.657931
725,47200040,23724039,CC(C)OC1=CC=CC(=C1)C(=O)C2CCCN(C2)C(=O)NCC=C,Inactive,6,,,1.41,0.951751,1.77991,2.35033,0.10752
726,93577226,6145975,C1=CC=C(C=C1)N=N/C(=N\N=C(N)N)/C2=CC=C(C=C2)Cl,Inactive,6,,,1.41,1.61809,1.83389,3.14907,-0.746529
727,49727966,6493709,CN(CC(=O)NCC1=CC=CC=N1)S(=O)(=O)C2=C(C=CC(=C2)Cl)OC,Inactive,6,,,1.41,0.94849,0.604756,2.73809,0.874537
728,49679635,6617300,C1=CC=C(C=C1)NC2=CC(=C(C3=NON=C23)[N+](=O)[O-])N,Inactive,6,,,1.4,1.99629,3.742,1.60695,-1.13532
729,24822214,1485846,CC1=C(C(=O)NN1)C=NC2=CC=C(C=C2)OC,Inactive,6,,,1.4,0.434259,1.96033,1.35289,0.900383
730,14735774,768127,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=NNN=N4,Inactive,6,,,1.4,1.75175,2.21378,-1.03156,3.02208
731,4265056,2228580,C1=CC=C(C=C1)N2C(=NN=N2)OCCOC3=NN=NN3C4=CC=CC=C4,Inactive,6,,,1.39,1.01474,1.04599,0.360435,2.77231
732,14740913,1383914,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCN(CC3)C4=CC=CC=N4)CC5=C(C=C(C=C5)Cl)Cl,Inactive,6,,,1.39,1.74441,1.09533,-0.579265,3.66246
733,17508928,272089,CC1(OC2C(OC3C(C2O1)OC(O3)(C)C)COC(=O)C4=CC=C(C=C4)[N+](=O)[O-])C,Inactive,6,,,1.39,1.53777,1.72783,-0.644051,3.07605
734,51088442,3243013,CC1=NN(C(=C1S(=O)(=O)C2=CC=CC=C2)OC(=O)C3=CC=CS3)C4=CC=CC=C4,Inactive,6,,,1.39,2.78212,3.52513,3.17477,-2.54402
735,24793075,1254646,C1COCCN1C2=C(C=CC=C2Cl)NC(=S)NC(=O)C3=CC=CS3,Inactive,6,,,1.38,1.69969,-0.506431,3.61465,1.0415
736,49720764,24791391,COC1=CC(=C(C=C1)OC)S(=O)(=O)N2CCCC(C2)N3CCN(CC3)C4=CC=CC=C4,Inactive,6,,,1.38,0.717093,0.634008,2.3491,1.16317
737,14744747,135512379,CC1(OCCO1)CC(=O)N/N=C/C2=CC(=C(C=C2O)O)[N+](=O)[O-],Inactive,6,,,1.38,1.44683,0.881987,-0.0912775,3.34655
738,17515003,12005931,CC1=C(C=C(C=C1)C(=O)OC2=COC(=CC2=O)CSC3=NN=C(S3)NC(=O)C4CC4)C,Inactive,6,,,1.38,1.0557,2.75882,0.19549,1.18167
739,99456930,46944178,CC1(C2=C(C=CC(=C2)C3=CSC=C3)NC1=O)CC4=CC=CC=C4OC(F)(F)F,Inactive,6,,,1.37,2.0645,2.87225,-1.54617,2.79326
740,85148653,3417419,C1=CC(=C(C=C1N)[N+](=O)[O-])O,Inactive,6,,,1.37,1.59153,1.49672,3.25072,-0.641409
741,852936,135449505,CC1(CC2=CC=CC=C2C(=N1)/C(=N/O)/C(=O)N)C,Inactive,6,,,1.37,2.06787,3.43993,2.12058,-1.45493
742,49827569,24819671,CC1=CC(=NN1CC(=O)NNC(=O)C2CC(=O)N(C2)CC3=CC=CC=C3Cl)C,Inactive,6,,,1.37,1.71844,3.73991,0.642783,-0.277352
743,7973764,2914648,C1CCN(CC1)CC(COC2=C(C=C(C=C2Cl)Cl)Cl)O,Inactive,6,,,1.36,1.80935,0.395247,3.89606,-0.208069
744,24783671,16188210,CC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)CN4CCC(CC4)(C5=CC=CC=N5)O,Inactive,6,,,1.36,3.29877,-3.03277,4.92074,2.17874
745,49734165,24793491,CNC[C@@H](CC1=CC=CC=C1)NC[C@@H](CC2CCCCC2)NCCCC3=CC=CC=C3,Inactive,6,,,1.34,2.05495,-0.0101625,4.24738,-0.206819
746,49732911,3211799,C1CCC(CC1)NC(=O)C(C2=CC=CC=C2F)N(C3=CN=CC=C3)C(=O)CNC(=O)C4=CC=CO4,Inactive,6,,,1.34,2.94005,2.63545,4.11735,-2.72692
747,49665906,1486801,COC1=CC=C(C=C1)C2=NNC(=C2)C3CCNCC3,Inactive,6,,,1.34,2.6014,-1.46414,4.8054,0.68449
748,49818290,7985491,C1C2CC3CC1CC(C2)(C3)C(=O)COC(=O)C4=NC=CN=C4,Inactive,6,,,1.34,0.139764,1.36807,1.49022,1.15218
749,160654049,70679903,CN1CCC(CC1)(C(=O)NC2CCCCC2)N[C@@H](CC3=CC=CC=C3)C(=O)NCC(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,6,,,1.33,0.0366275,1.37908,1.33527,1.28937
750,17416341,2962121,C1=CC=C(C=C1)C2=NC(C(=O)N2)(C(F)(F)F)NS(=O)(=O)C3=CC=CC=C3,Inactive,6,,,1.33,1.01318,2.44974,-0.00370044,1.54685
751,24822190,6277399,COC1=CC=C(C=C1)/C=C(/C=N/OC)\C#N,Inactive,6,,,1.33,1.10268,0.959647,0.20363,2.82728
752,56322931,16274454,CN(CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F)C(=O)CC2=NNC(=O)C3=CC=CC=C32,Inactive,6,,,1.32,1.25167,-0.0085868,2.99982,0.98356
753,17507975,2871969,CCOC1=NC(=NC(=N1)NC(C)(C)C)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,6,,,1.31,1.30576,0.721464,3.1236,0.0936395
754,17433929,1853649,COC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=CC(=C2)NC(=O)C3=CC=CO3)[N+](=O)[O-],Inactive,6,,,1.31,0.175088,1.4407,1.43032,1.0642
755,7977681,256617,C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)O,Inactive,6,,,1.31,0.633392,0.790514,2.20299,0.940868
756,14739361,2913746,CC(CN1CCOCC1)OC(=O)C2=CC(=CC=C2)Br.Cl,Inactive,6,,,1.31,1.14133,1.87859,-0.282239,2.33438
757,4257563,976722,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=NSN=C3,Inactive,6,,,1.31,0.261002,1.52057,0.941622,1.46596
758,22403412,9585609,C1OC2=C(O1)C=C(C=C2)/C=N/N=C(/C3=NON=C3N)\N,Inactive,6,,,1.31,2.2633,4.10421,1.25507,-1.43899
759,24841343,16196961,C1COC2=C(O1)C=CC(=C2)NC(=O)CNCC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,Inactive,6,,,1.3,2.4477,-2.02661,3.7864,2.15161
760,103159139,49792406,CC(=O)NC1=CC=C(C=C1)C2=C3CC(OC3=NC=C2)(C)C(=O)NCC4=CC=C(C=C4)N5CCN(CC5)C,Inactive,6,,,1.3,3.04201,2.28899,-2.81628,4.43682
761,85268461,2362359,CC1=CC(=C(C=C1)NC(=S)NC(=O)C2CCCCC2)Br,Inactive,6,,,1.3,1.71379,-0.996911,3.11874,1.77709
762,24813655,4165375,CCOC(=O)C1=C(C(=C(N1C)C)C(=O)NC2=CC=C(C=C2)F)C,Inactive,6,,,1.3,2.29336,-1.67341,3.90935,1.65857
763,7970915,135449163,CC1CCN(CC1)C(=O)CSC2=NC3=C(C=NN3C4=CC=C(C=C4)Cl)C(=O)N2,Inactive,6,,,1.3,3.62312,3.6543,-3.82255,4.05642
764,24809106,682038,C1CCCC(=NNC(=O)CC(=O)NCC2=CN=CC=C2)CC1,Inactive,6,,,1.3,0.410758,1.05436,0.957868,1.87345
765,85199542,16324150,CC1CCC(CC1)NC(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O,Inactive,6,,,1.29,0.848,0.236828,1.33341,2.31289
766,22405595,3618784,CCC(C1=CC=CC=C1)C(=O)OCC(=O)NC2=CC(=CC(=C2)Cl)Cl,Inactive,6,,,1.29,0.781453,0.493141,1.03404,2.35374
767,99357454,44505786,C[C@@H]1CN(C(=O)CCCN2C(=CN=N2)CO[C@H]1CN(C)C(=O)NC3=CC(=CC=C3)OC4=CC=CC=N4)[C@H](C)CO,Inactive,6,,,1.29,1.04689,-0.148065,2.31,1.71366
768,24817718,3774757,CC1=NN(C(=C1CCNC(=O)C(C)(C)C)OC2=CC=CC=C2)C,Inactive,6,,,1.29,1.34769,-0.224493,1.04759,3.04965
769,26729427,2809479,CC1=CSC2=C1N=CN=C2NCCCN3CCOCC3,Inactive,6,,,1.28,0.836159,1.62601,2.09256,0.132157
770,121283577,340220,C1=CC(=CC=C1S(=O)(=O)CS(=O)(=O)C2=CC=C(C=C2)Br)Br,Inactive,6,,,1.28,1.37619,2.24238,-0.666079,2.26402
771,121282425,44204609,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)N(O4)C6=NC=C(C=C6)Br)C,Inactive,6,,,1.28,1.54993,-0.728095,3.04587,1.51685
772,24828629,16196089,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)CSC(=[NH2+])N.[Cl-],Inactive,6,,,1.28,4.19714,-3.87833,1.30321,6.4024
773,57260758,16310963,C1CN(CCN1CC(CN2CCOCC2)O)S(=O)(=O)C3=CC=CC=C3C#N.C(=O)(C(=O)O)O,Inactive,6,,,1.27,1.89077,2.21359,-1.36412,2.97179
774,4251328,3245029,C1CN(CCN1C2=CC=CC=C2)C3=NC4=C(S3)C=CC=C4Cl,Inactive,6,,,1.27,2.35486,-1.44409,4.29763,0.948495
775,47193808,11416197,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)OC)NC(=O)OC(C)(C)C,Inactive,6,,,1.27,0.436636,0.72027,1.78901,1.29028
776,24823959,5354197,CC1(C2CCC1(/C(=N\O)/C2)C)C,Inactive,6,,,1.26,1.46913,1.22496,-0.51979,3.07829
777,26730134,2812839,CC1=C(C(=NO1)C2=CC=CC=C2)NC(=O)N(CCC#N)CC3=CC=CS3,Inactive,5,,,1.26,3.64405,-3.59206,5.19442,2.16296
778,49828311,24819949,CC1CCCCC1NC(=O)C(C)SC2=NN=C(N2N)C3CC3,Inactive,5,,,1.25,2.18305,-0.574221,4.32325,0.0152438
779,24783545,891304,C1=CC(=CC=C1COC(=O)CCC(=O)NC2=CC=C(C=C2)F)[N+](=O)[O-],Inactive,5,,,1.25,1.75224,3.50661,-0.764225,1.00159
780,24820294,1487846,CC(=O)CC(=O)C1C(=O)N(C(=O)N(C1=O)C)C,Inactive,5,,,1.25,0.459871,1.88648,0.828898,1.02183
781,49721321,20893070,CC1=CC(=O)N2C(=N1)SC(=N2)N3CCCC(C3)C(=O)NCC4=CC=CC=C4Br,Inactive,5,,,1.25,1.28652,1.20715,-0.310837,2.83978
