PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 12.3 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
607,22404520,3913650,COC1=CC(=C(C=C1)OC)NC(=O)CC2C(=O)N(C(=NC3=CC=C(C=C3)F)S2)CCC4=CCCCC4,Inactive,1,,,1.19,4.36811,-4.79324,5.51728,2.83822
608,24814606,12098916,C1CC(CN(C1)S(=O)(=O)C2=CN=CC=C2)C(=O)NC3=CC=C(C=C3)Br,Inactive,1,,,1.18,1.79301,-1.3534,2.45745,2.44279
609,14720428,778514,COC(=O)CN(N1C=NN=C1)S(=O)(=O)C2=CC=CC=C2Cl,Inactive,1,,,1.18,2.76455,3.68517,-2.67367,2.52222
610,14728591,6099467,CC(C)CC(COCC1=CC(=CC=C1)C(F)(F)F)N2CCN(CCC2=O)C(=O)C3=CC(=CC=C3)C(F)(F)F,Inactive,1,,,1.13,2.88452,-2.4639,1.26688,4.59793
611,26724253,5156184,CN(C)CCCN(CCCN(C)C)C(=S)NC1=CC=C(C=C1)S(=O)(=O)N2CCOCC2,Inactive,1,,,1.13,1.64114,-0.670147,0.750615,3.29694
612,864153,665401,COC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CC=C4)OC,Inactive,1,,,1.12,3.2583,-3.48298,3.38164,3.47526
613,85200427,44201549,CC(C)(C)OC(=O)C[C@H](CC=C)C(=O)OC[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@@H](CC=C)CC(=O)N(CCO)CC3=CC=CC=C3,Inactive,1,,,1.12,0.289576,1.5185,0.831211,1.02295
614,17504061,4354999,CCC(COC(=O)NC1=CC=C(C=C1)C)N2C(SCC2=O)C3=CC=C(C=C3)Cl,Inactive,1,,,1.12,0.555751,1.13629,0.437139,1.79828
615,26659738,16681962,C1CCC2=[N+](CC1)C(=NN2CC(=O)C3=CC=C(C=C3)[N+](=O)[O-])CNC4=CC=C(C=C4)Br.[Br-],Inactive,1,,,1.12,1.77777,-1.25246,1.58937,3.02592
616,17402328,1489491,C1=CC=C(C=C1)C2=NC(=CC(=N2)OC3=CC=CC=C3)CS(=O)C4=CC=CC=C4,Inactive,1,,,1.12,1.73303,2.63161,2.02824,-1.30906
617,4257767,2900710,CC(C1COC2=CC=CC=C2O1)NC(=O)C3=CC=CC=C3Cl,Inactive,1,,,1.11,3.77554,-3.92296,2.08872,5.16899
618,56322392,16291913,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)CCS(=O)(=O)C2=CC=C(C=C2)C)OCC,Inactive,1,,,1.09,5.63593,4.41589,5.70537,-6.84272
619,14738859,2203667,CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3)Cl,Inactive,1,,,1.07,1.03277,-0.290004,2.20875,1.30131
620,26671223,1872655,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C(=O)NC3=CN=CC=C3,Inactive,1,,,1.07,1.00102,2.27096,1.12412,-0.179358
621,143472129,60138118,C1CCC(CC1)C(=O)NCCC2=NC3=CC=CC=C3N2CCOC4=C(C=CC(=C4)F)F.C(=O)(C(F)(F)F)O,Inactive,1,,,1.05,0.406271,1.48956,1.16128,0.511829
622,17403091,1479311,CC1=CC=C(C=C1)CS(=O)(=O)C2=NC(=C(N2CC#C)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,1,,,1.05,2.61348,-0.535243,-1.05291,4.7318
623,853304,655956,COC1=CC=CC=C1N2CCN(CC2)C(C3=CC=CS3)C4=NN=NN4C5CCCC5,Inactive,1,,,1.05,2.52974,-1.65057,4.43038,0.358103
624,864828,666076,C1NC(=NCN1CC2=CC=CO2)NC3=NC4=CC=CC=C4S3,Inactive,1,,,1.05,0.727372,0.157678,1.93933,1.03844
625,24779449,1432187,CC(C)CN1C(=O)C2=CC=CC=C2N=C1SCC(=O)N3CCCC4=CC=CC=C43,Inactive,1,,,1.04,2.15642,-0.823742,-0.112709,4.0646
626,57261318,16309185,CC(C1=CC=CC=C1Cl)NC(C)C(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCCCC3,Inactive,1,,,1.03,3.31838,4.94019,1.32279,-3.17234
627,144089330,53464109,C/C=C/C1=CC=CC=C1OCCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,1,,,1.02,2.98507,4.92373,0.45927,-2.32341
628,24784585,3153448,CCOC(=O)COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)OC,Inactive,1,,,1.01,1.26745,-0.704547,2.32341,1.40316
629,4257085,267548,C1C(OC2=CC=CC=C2O1)CCC(=O)O,Inactive,1,,,1,2.28157,3.80412,0.990318,-1.78452
630,136947708,1741739,CN1C(=NN=C1SC/C=C/C2=CC=CC=C2)C3=CN=CC=C3,Inactive,1,,,1,3.04778,3.91822,2.2951,-3.204
631,851341,653912,CC(C)C(C1=NN=NN1CC2=CC=C(C=C2)OC)N3CCN(CC3)C4=CC=CC=C4OC,Inactive,1,,,1,3.96822,-2.65926,-0.862908,6.51179
632,22403810,9688881,C/C(=N\NC(=S)NC)/C1=CC2=C(C=C1)OCCO2,Inactive,1,,,0.99,1.29888,2.76759,-0.300756,0.504835
633,49818290,7985491,C1C2CC3CC1CC(C2)(C3)C(=O)COC(=O)C4=NC=CN=C4,Inactive,1,,,0.99,2.69533,4.47522,-2.08801,0.573475
634,847506,649911,CCNC1=NC(=NC(=N1)N(CC)C#N)NC(C)C,Inactive,1,,,0.98,2.34763,4.02269,0.60068,-1.69063
635,17507063,3118982,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(C3=CC(=C(C=C3)OC)OC)C4=C(NN(C4=O)C5=CC=CC=C5)C,Inactive,1,,,0.97,0.836877,0.650736,2.11874,0.145635
636,17511085,2407344,CCN1C/C(=C\C2=CC(=CC=C2)[N+](=O)[O-])/C(=O)/C(=C/C3=CC(=CC=C3)[N+](=O)[O-])/C1,Inactive,1,,,0.95,0.486554,1.59678,0.834725,0.42218
637,22406490,15945143,CN(C)S(=O)(=O)C1=CC(=C(C=C1)OC)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4C3=O,Inactive,1,,,0.95,1.18513,0.256472,2.61921,-0.0227951
638,22410960,2696844,CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC3=C(CCC3)C=C2)C,Inactive,1,,,0.95,5.6948,-6.97609,6.14821,3.67905
639,85147152,14034345,CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=C(C(=O)NC3=O)Br)CO)C,Inactive,1,,,0.95,0.742152,1.11764,1.75739,-0.0361206
640,24793075,1254646,C1COCCN1C2=C(C=CC=C2Cl)NC(=S)NC(=O)C3=CC=CS3,Inactive,1,,,0.95,3.07735,-1.48263,-0.968718,5.28718
641,26668167,645667,CC1=CC=C(C=C1)S(=O)(=O)CN2C(=NN=N2)CN3CCN(CC3)CC4=CC5=C(C=C4)OCO5,Inactive,1,,,0.94,0.554976,0.17056,1.17648,1.46541
642,14726583,3197403,CCOC1=CC=C(C=C1)N(CC(=O)NC2CCCC2)C(=O)CCCC(=O)NC3=CC=CC=N3,Inactive,1,,,0.93,0.8899,-0.328079,1.49996,1.61422
643,57260413,16297369,CC1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCN(CC4)C,Inactive,1,,,0.93,2.52527,-0.977287,-0.738337,4.4951
644,26667403,6602663,C1CN(CCN1CC(COC2=CC=CC=C2)O)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4.Cl,Inactive,1,,,0.93,1.51822,-0.181094,3.07261,-0.113879
645,49827330,17265868,C1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)NN2C=NN=C2,Inactive,1,,,0.91,2.8003,-2.31637,0.535685,4.51215
646,26661838,1986175,CC1=C(SC(=N1)NCCOC2=CC=CC=C2)C(=O)NC3=CC=CC=C3,Inactive,1,,,0.9,0.696663,0.28282,0.552109,1.87679
647,49648322,3841962,CC(C)C(CCN(CC1=CC(=C(C=C1)OC)OC)C(=O)C)C2=CC=C(C=C2)OC,Inactive,1,,,0.9,0.589536,0.744147,1.68557,0.266552
648,85268461,2362359,CC1=CC(=C(C=C1)NC(=S)NC(=O)C2CCCCC2)Br,Inactive,1,,,0.89,2.69391,4.19316,-2.40555,0.894554
649,17506009,1856930,CCCCN1CNC(=S)N(C1)C2=CC=CC=C2OCC,Inactive,1,,,0.89,0.987488,1.8521,1.2912,-0.466032
650,3712651,2998107,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC3=CN4C=CSC4=N3,Inactive,0,,,0.88,2.63677,4.60974,-1.11394,-0.843645
651,49828358,17392545,C1C2CC3CC1CC(C2)(C3)NC(=O)CNC(=O)C4=CC=C(O4)Br,Inactive,0,,,0.88,1.98918,-1.92397,2.04284,2.50976
652,47204108,9584970,C/C(=N\NC(=O)C1=CC=CC=C1[N+](=O)[O-])/CC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0.87,1.03896,1.84713,1.32919,-0.569688
653,17513178,135412537,CC1=CC(=CC(=C1)NC(=O)C2CC(=O)NC(=NCC3=CC=C(C=C3)OC)S2)C,Inactive,0,,,0.85,1.4351,-1.17258,1.77761,1.95784
654,851081,653642,COC1=CC(=CC(=C1)C(=O)NC2CCN(CC2)CC3=NN=NN3CC4=CC=CS4)OC,Inactive,0,,,0.85,1.0759,-0.612753,1.2132,1.94595
655,24828114,2390489,COC1=CC(=CC(=C1OC)OC)C(=O)NCCN2C(=O)/C(=C/C3=CC=CS3)/SC2=O,Inactive,0,,,0.85,0.94297,0.701581,-0.227758,2.0682
656,47202566,788111,C1=CC(=CC=C1C(=O)NNC(=O)C2=CC=NC=C2)F,Inactive,0,,,0.84,2.17126,2.83672,1.86336,-2.17812
657,22413615,6537519,CC\1=NN(C(=O)/C1=C/C2=CC=CS2)C3=CC=CC=C3,Inactive,0,,,0.84,2.50463,0.691993,-2.15541,3.97452
658,49829067,4906073,C1C2C(CS1(=O)=O)SC(=NC(=O)COC3=CC=CC=C3)N2C4=C(C=C(C=C4)F)F,Inactive,0,,,0.83,1.84055,1.08113,-1.5374,2.95021
659,85200486,44201608,C/1C[C@H](C(=O)O[C@H](CNC(=O)[C@H](C/C=C1)CC(=O)N[C@@H](CC2=CC=CC=C2)CO)C3=CC=CC=C3)CC4=CC=C(C=C4)F,Inactive,0,,,0.83,0.90221,1.04782,-0.369925,1.80708
660,26729688,9580946,C1=CC(=C(N=C1)SC/C(=N/O)/N)C(F)(F)F,Inactive,0,,,0.82,2.69723,-2.77531,1.52798,3.71788
661,49731573,20901932,CCC(CC1=CC=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(C4)C)C(=O)C,Inactive,0,,,0.81,2.09083,0.366665,3.56489,-1.4984
662,85146309,44142195,C1CCN[C@H](C(=O)N([C@@H](C1)C2=CC=C(C=C2)Cl)CC3=CC=CC=C3)CC4=CC=CC=C4,Inactive,0,,,0.8,2.29311,3.98154,-0.219833,-1.34777
663,144096292,60158428,CC(=O)N1CCN(CC1)C(=O)[C@]2(CC(=O)N([C@@H]2C3=CC=C(C=C3)OC)C(=O)CCC4=CC=CC=C4)SC5=CC=C(C=C5)OC,Inactive,0,,,0.8,2.14037,1.92934,-2.1961,2.66857
664,136947164,2031473,COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC=CC=C3C4=CC=CC=C4)C5=CC=CC=N5,Inactive,0,,,0.8,2.25065,-1.18008,-0.377673,3.94462
665,57256491,16329360,CC1=CSC(=O)N1CCC(=O)NCC2=CC=C(C=C2)OC,Inactive,0,,,0.79,2.36659,2.36015,2.56085,-2.55679
666,24822214,1485846,CC1=C(C(=O)NN1)C=NC2=CC=C(C=C2)OC,Inactive,0,,,0.79,0.510694,0.068817,1.07864,1.21313
667,24802577,2207291,C1COC2=C(O1)C=CC(=C2)NC(=O)NC3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,0.78,4.58017,3.539,4.47923,-5.6727
668,857161,6603486,C1=CC=C2C(=C1)N=C(N2CC(=O)C3=CC=C(C=C3)Br)NCCCO.Br,Inactive,0,,,0.77,1.72584,-1.46464,1.03414,2.7378
669,17409467,1483408,C1=CC=C(C=C1)N2C(=C(C=N2)S(=O)(=O)C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,0,,,0.77,1.76969,-0.240859,-0.713382,3.25459
670,103075413,6624325,CN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N(C)C3CCCCC3)C(=O)OC,Inactive,0,,,0.75,2.81522,-2.69232,4.20351,0.73704
671,17509512,5128589,CCC(C)NC(=O)CNC(=S)N(CC1=CC=CC=C1)CC2=CN=CC=C2,Inactive,0,,,0.74,1.88897,3.1248,0.586219,-1.49465
672,24787481,2962427,COC1=C(C(=CC(=C1)CNCCC2=CC=CC=C2)Br)OC3CCCC3.Cl,Inactive,0,,,0.73,1.37959,0.399237,2.56665,-0.762368
673,3717492,2302278,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(F)(F)F)F,Inactive,0,,,0.73,1.40431,-0.567392,0.0654976,2.6772
674,85270140,4784828,CN(CC1=C(C(=CC=C1)Cl)Cl)C(=O)CCNC(=O)C2=CC=CO2,Inactive,0,,,0.72,2.19195,-0.633371,3.8126,-1.0173
675,89854719,135408562,CCC1=C(N=C(NC1=O)N)NC2=CC=CC=C2C,Inactive,0,,,0.72,4.27162,-3.78239,-0.51628,6.45937
676,17414939,5740245,CC(=O)OC1=C(C(=C(C=C1)/C=C/C2=NC3=CC=CC=C3C=C2)[N+](=O)[O-])OC,Inactive,0,,,0.72,0.382334,0.227621,1.16097,0.761025
677,136946891,2039671,C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=CC=C5,Inactive,0,,,0.71,0.798069,0.843417,1.61464,-0.326619
678,99494766,18578673,CCN(CC)CCCN1C2=C(CCC2)C(=NC1=O)SCC(=O)NC3=CC(=CC(=C3)C)C,Inactive,0,,,0.71,2.68199,-3.08145,2.69615,2.51535
679,24822305,3717833,CC1=C(C(=O)NN1)C=NCC2=CN=CC=C2,Inactive,0,,,0.7,1.21898,2.21581,-0.769333,0.666505
680,47198350,6456149,C1CN(CCN1CC2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,Inactive,0,,,0.7,1.55555,2.59757,0.719311,-1.21262
681,24818094,1472888,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N3CCOC34CCCCC4,Inactive,0,,,0.7,0.87605,1.47566,1.14229,-0.526846
682,121286291,355930,CSC1=NC(=O)N(N=C1SC)CCC#N,Inactive,0,,,0.69,0.22541,0.798581,0.372416,0.889523
683,17515003,12005931,CC1=C(C=C(C=C1)C(=O)OC2=COC(=CC2=O)CSC3=NN=C(S3)NC(=O)C4CC4)C,Inactive,0,,,0.68,3.47413,-0.720577,5.46045,-2.69555
684,49734165,24793491,CNC[C@@H](CC1=CC=CC=C1)NC[C@@H](CC2CCCCC2)NCCCC3=CC=CC=C3,Inactive,0,,,0.65,1.52574,0.99394,-1.36105,2.32962
685,49647331,3930181,C1CCCN(CC1)C2=NC(=NC(=C2[N+](=O)[O-])N)NCC(=O)O,Inactive,0,,,0.65,0.577239,1.40063,-0.00505363,0.56564
686,87340981,4058897,CCOC1=CC=C(C=C1)NC(=O)CSCC2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,Inactive,0,,,0.65,1.30938,1.00586,2.0514,-1.09725
687,49818134,24817208,CCOC1=CC=CC(=C1)CN2CCC(CC2)N3C(=CC=N3)NC(=O)C4=CC5=C(C=C4)OCO5,Inactive,0,,,0.64,1.22201,-0.10739,2.36689,-0.329122
688,57263042,2505229,CN(CC1=CC=CC=C1)C(=O)CN2C(=O)C3(CCCCCCC3)NC2=O,Inactive,0,,,0.64,1.66298,0.410608,-1.2802,2.77466
689,24831300,2568186,CC1=CC(=NC2=NC(=NN12)C(=O)OCC3=CC(=C(O3)C)C(=O)OC)C,Inactive,0,,,0.63,2.15357,3.48128,0.14528,-1.7256
690,49714452,16746578,CC(C)C[C@@H](C(=O)OCC1=CC=CC=C1)NC(=O)C2=C(NC=N2)C(=O)NCC(=O)OC(C)(C)C,Inactive,0,,,0.63,4.04384,-2.17194,6.34602,-2.29135
691,24814791,16194483,CC1=CC(=CC(=C1)N(CC(=O)NC2CCCC2)S(=O)(=O)C3=C(NC(=O)NC3=O)C)C,Inactive,0,,,0.63,1.48269,2.2893,0.900311,-1.31135
692,49676074,9719580,C1=CC=C(C(=C1)C(F)(F)F)N/N=C/C2=CN=CC=C2,Inactive,0,,,0.62,0.689855,1.44875,0.65449,-0.240048
693,49714214,4581850,CN(CC1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)C4=CC=C(C=C4)OC,Inactive,0,,,0.61,0.866237,-0.610226,1.27644,1.17395
694,49720864,24791464,C1CC(C1)NC(=O)C2CCC(=O)N(C2)CC3=CC(=CC=C3)F,Inactive,0,,,0.61,0.976531,-0.227758,0.0707508,1.97684
695,26661501,3561100,CC(=O)NC1=CC=CC(=C1)CP(=O)(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,0.61,1.02914,-0.7687,1.70813,0.875991
696,49720331,24791067,C1CCN(C1)C(=O)C2=NOC(=C2)COC3=CC=C(C=C3)N4C=NC=N4,Inactive,0,,,0.6,1.61894,-0.576046,-0.507207,2.89214
697,17407574,3216443,CC1=CC=C(S1)C(C(=O)NC2CCCCC2)N(CCC3=CC=C(C=C3)OC)C(=O)C(F)(F)F,Inactive,0,,,0.6,4.32607,1.48294,-5.08774,5.39736
698,22400610,15944695,C1CCN(CC1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)NCC4=CC=CO4,Inactive,0,,,0.6,1.34336,1.68771,1.398,-1.29579
699,24785202,16188724,CC1=C(SC=[N+]1CC(=O)C2=CC=CC=C2)CCOC(=O)C34CC5CC(C3)CC(C5)(C4)C.[Br-],Inactive,0,,,0.6,2.02703,-1.86226,3.10226,0.549614
700,99358420,44486351,C[C@H]1CN(C(=O)CCCN2C=C(CO[C@@H]1CN(C)C(=O)C3=CC=CC=C3)N=N2)[C@H](C)CO,Inactive,0,,,0.59,3.60046,0.142422,5.21009,-3.57466
701,24786033,1243967,C1=CC=C(C(=C1)C2=NN=C(O2)SCC(=O)NC3=NN=CS3)Br,Inactive,0,,,0.59,0.237908,0.672208,0.26797,0.833606
702,857314,658663,C1COCCN1CCN2C=NC3=C(C2=O)NC4=CC=CC=C43,Inactive,0,,,0.59,3.66618,-4.21958,1.30434,4.67415
703,14722751,1167001,CC1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,0,,,0.59,2.2237,3.47653,-1.9316,0.210496
704,17402300,1475452,C1=CC=C(C=C1)OC2=NC(=NC3=CC=CC=C32)C(F)(F)F,Inactive,0,,,0.58,0.467617,0.855968,-0.0732777,0.971323
705,7972304,800918,CC(=O)C1=CC=C(C=C1)OCC(COC2=CC=C(C=C2)C(=O)C)O,Inactive,0,,,0.58,3.05969,-0.242134,-2.68567,4.67202
706,3716059,135415513,C1=CC=C2C(=C1)C(=C(C(=O)O2)C=NCC3=CC=CC=N3)O,Inactive,0,,,0.58,1.70046,2.92956,-0.178561,-1.02589
707,85200772,44201894,CC(C)(C)OC(=O)C[C@H]1C/C=C\C[C@@H](C(=O)N[C@H](COC1=O)CC2=CC=CC=C2)CC(=O)N[C@@H](CC3=CC=CC=C3)CO,Inactive,0,,,0.57,0.819956,-0.327518,0.372586,1.65283
708,49732717,6895221,C1=CC(=CC=C1/C=N/NC(=O)CSC2=NC=NN2)F,Inactive,0,,,0.56,1.73449,-0.649801,3.01545,-0.677975
709,49821365,992235,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)O,Inactive,0,,,0.56,1.29012,1.57929,-1.26214,1.35631
710,22408077,6904313,CC(C)(C)C1=CC=C(C=C1)/C=N/NC(=S)NC2CCCCC2,Inactive,0,,,0.55,2.03565,-2.03661,2.93676,0.760861
711,24816783,5227427,C1CC(=O)N=C2N(C1)N=C(S2)SCC(=O)N3C(CC(=N3)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)F,Inactive,0,,,0.54,1.06851,1.96164,-0.614445,0.272896
712,17402828,1482694,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N3CCN=C(C=C3)C(F)(F)Cl,Inactive,0,,,0.54,2.63214,0.598963,3.73164,-2.71492
713,26662199,135491613,CC1=C(C(=O)NC(=N1)N2CCOCC2)[N+](=O)[O-],Inactive,0,,,0.53,3.43399,3.06845,2.84266,-4.32642
714,49729012,6460491,C1CC1NC(=O)COC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3,Inactive,0,,,0.53,2.40958,3.80014,-0.285463,-1.9316
715,87335439,235729,CN(C(=O)C1=CC=CC=C1)NS(=O)(=O)C2=CC=CC=C2,Inactive,0,,,0.53,1.97352,-2.11676,1.06992,2.62464
716,26662300,2848081,CC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)[N+]3=CC=CC(=C3)NC(=O)C4=CC=CC=C4.[Br-],Inactive,0,,,0.52,1.01215,1.31899,1.15212,-0.906669
717,24797498,6467850,CC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)C(F)(F)F,Inactive,0,,,0.52,2.53161,1.95197,-3.03719,2.64676
718,7972108,2062383,CCOC(=O)N1CCN(CC1)C(=O)COC2=CC=CC=C2Cl,Inactive,0,,,0.51,1.208,0.978892,1.69086,-1.1524
719,4261406,1811255,C1OC2=C(O1)C=C(C=C2)C(=O)NCCOC3=CC=CC=C3,Inactive,0,,,0.5,0.724104,-0.106817,1.51652,0.0859422
720,14742061,4898713,CC(=O)N1CCN(CC1)CC2=NC3=C(N2C)C=CC(=C3)NC(=O)C4=CC=C(C=C4)OC,Inactive,0,,,0.49,1.29161,-1.19155,1.94927,0.708295
721,99357020,10949169,COC1=CC=C(C=C1)CNC2=NC(=NC3=C2NC=N3)NCC4=CC=C(C=C4)OC,Inactive,0,,,0.49,0.632952,-0.390049,1.08274,0.765866
722,26662252,1423203,C1CC[C@@]2(CCN(C[C@@H]2C1)C(=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-])O,Inactive,0,,,0.48,2.08357,-0.164631,3.29122,-1.68918
723,49674637,7994069,C1CC1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0.47,1.70512,2.26604,0.962163,-1.82222
724,26660494,1913063,CC1=C(C(=CC=C1)C)OP(=O)(N)OC2=C(C=CC=C2C)C,Inactive,0,,,0.46,1.58795,1.10125,-1.72076,2.0085
725,4254622,849905,C1CCN(CC1)C(=O)N2CCN(CC2)CC(=O)NC3=CC=C(C=C3)F,Inactive,0,,,0.46,1.48684,-1.56537,0.992695,1.95874
726,3714294,2998743,COC1=CC=C(C=C1)C(=O)NCC(=O)OC2CCCCC2=O,Inactive,0,,,0.45,1.94793,3.10419,-0.243147,-1.51421
727,3712009,2675106,C1CCC2=C(C1)C=C(S2)C(=O)NCC3=CC=CS3,Inactive,0,,,0.43,0.872852,1.54626,-0.584958,0.332877
728,24813262,3153461,CC1=CC(=C(C=C1)NC(=O)CSC2=NNC(=N2)C3=CC=CO3)C,Inactive,0,,,0.42,0.215066,0.336067,0.211487,0.717061
729,103050841,49778558,CCCS(=O)(=O)NC(=O)C1(CCN(C1)C(=O)C2=NOC(=C2)C)C,Inactive,0,,,0.42,1.38576,1.66689,-1.51207,1.10801
730,17413176,2975504,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)OC)N(C)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0.41,3.25979,4.29307,-3.68292,0.630441
731,49640781,1106353,C1CN(CC2=CC=CC=C21)CC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)Cl,Inactive,0,,,0.41,3.86661,4.86704,-4.5634,0.912105
732,49721032,24791573,CN(C)S(=O)(=O)N1C=C(C2=CC=CC=C21)/C=C(/C(=O)NCCN3CCOCC3)\NC(=O)C4=CC=CC=C4Cl,Inactive,0,,,0.39,0.583846,-0.408081,0.609134,0.971099
733,87334167,16060125,C[C@@H]1CC=C[C@@H]2[C@H]1C(=O)N([C@H]2C3=CC(=CC=C3)Br)CC4=CC=CC=C4,Inactive,0,,,0.38,2.61657,-3.15121,3.10314,1.18897
734,14733496,9550520,CCOC1=CC=C(C=C1)C2=NN(C(=C2)N)S(=O)(=O)C3=CC(=C(C=C3)OC)OC,Inactive,0,,,0.37,0.835677,0.277214,-0.596414,1.44358
735,17413107,1253042,CCOC1=CC2=C(C=C1)N=C(N2)SCC(=O)NCC3=CC4=C(C=C3)OCO4,Inactive,0,,,0.37,3.1355,2.58031,-4.06204,2.59834
736,85270530,16293760,C=CCN(CC1=CC=C(S1)Cl)C(=O)C2=CC(=C(C=C2)F)S(=O)(=O)N3CCOCC3,Inactive,0,,,0.37,0.934604,1.13469,-0.945029,0.923545
737,22415349,2923637,C1COCCN1CCCCSC2=CC=C(C=C2)Cl.C(=O)(C(=O)O)O,Inactive,0,,,0.35,0.451905,-0.25814,0.49956,0.819565
738,14739125,2287613,CS(=O)(=O)N(CC1=CC=C(C=C1)Cl)C2=CC=C(C=C2)C(=O)NCCSCC3=CC=CO3,Inactive,0,,,0.35,1.19862,2.01792,-0.242809,-0.734764
739,17387255,992291,CC1=CC(=CC=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)C3=CC=CC=C3)Cl,Inactive,0,,,0.34,2.72979,1.69317,-3.47018,2.79087
740,24795610,888423,COC(=O)CN1CC(=O)N(C1=S)C2=CC=CC=C2,Inactive,0,,,0.33,1.51173,0.397327,-1.55011,2.15117
741,47202635,766187,CC1=C(C(=C2C=C(C=CC2=N1)[N+](=O)[O-])C3=CC=CC=C3)C(=O)C,Inactive,0,,,0.32,2.11585,-0.554429,3.23591,-1.72042
742,56422016,25102316,CCC(C)[C@@H](C1=CN(N=N1)[C@@H](CCCCN)C(=O)N2CCN(CC2)C3=NC(=NC(=N3)NCCOCCOCCOCC#C)N4CCN(CC4)C(=O)[C@H](CCCCN)N5C=C(N=N5)[C@H](C(C)CC)N)N.Cl,Inactive,0,,,0.32,3.04524,4.4322,-0.637113,-2.84137
