PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 12.3 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
2700,14728738,6096699,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(=O)N(CC2)CCOCC3=CC(=CC=C3)OC,Inactive,0,,,-6.59,1.64119,-4.74137,-8.73113,-6.30946
2701,51089286,135853378,CC1=CSC2=NC(=C(C(=O)N12)C(=O)NCCCN3CCCC3=O)O,Inactive,0,,,-6.6,1.63535,-5.41863,-8.90907,-5.46171
2702,24818432,3652330,C1=CC(=C(C=C1Cl)Cl)CONC(=O)N,Inactive,0,,,-6.61,3.02358,-3.49964,-10.7035,-5.6126
2703,136947266,1990867,CCN(CC)C1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)C,Inactive,0,,,-6.61,3.00792,-9.52833,-2.47249,-7.83762
2704,24781610,3950572,CCC(C)(C(=O)NC1CCCC1)N(CC2=CC=CS2)C(=O)C3=CC=CC=N3,Inactive,0,,,-6.61,0.844392,-6.03025,-6.00523,-7.80883
2705,4244403,3239006,CCOC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC3=C(C=C2)N(CC3)C(=O)C,Inactive,0,,,-6.62,1.48082,-7.37744,-4.54497,-7.9235
2706,103060052,49786353,C1=CC=C(C=C1)C(C2=CC=C(C=C2)NC(=O)[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O,Inactive,0,,,-6.62,0.813346,-7.65616,-5.66964,-6.53182
2707,851816,654419,C1CCC(CC1)N2C(=NN=C2SCC(=O)NC3=CC=CC=C3)C4=CC=NC=C4,Inactive,0,,,-6.62,1.15204,-6.07246,-8.2236,-5.56632
2708,47201788,891290,C1CCC(CC1)C(=O)NC2C3CC4CC(C3)CC2C4,Inactive,0,,,-6.62,3.41985,-5.71396,-11.19,-2.96209
2709,14728998,135473475,C1C(ON=C1C(=O)N/C=N/O)CNC2=C(C=C(C=N2)C(F)(F)F)Cl,Inactive,0,,,-6.62,2.31829,-3.8665,-9.53846,-6.46435
2710,7972640,346815,COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)OC,Inactive,0,,,-6.63,4.27681,-2.74376,-12.5878,-4.56241
2711,49715322,20876551,COC1=C(C=C(C=C1)CCNC(=O)CN2C(=O)COC3=C2C=C(C=C3)S(=O)(=O)N4CCOCC4)OC,Inactive,0,,,-6.63,2.47204,-9.1135,-7.52985,-3.26021
2712,852886,655531,CN1C(=NN=C1SCC(=O)NC2=CC=CC=C2)C3=CC=C(C=C3)OC,Inactive,0,,,-6.64,2.46893,-3.45113,-6.98861,-9.46779
2713,14742719,1859117,CC(C)CCSC1=NC=NC2=C1OC3=C2C=C4COC(CC4=N3)(C)C,Inactive,0,,,-6.65,1.9757,-5.12817,-9.43818,-5.3771
2714,14724956,3197007,C1CCC(C1)NC(=O)C(C2=CC=CC=C2)N(C3CCCC3)C(=O)C4=CC=CO4,Inactive,0,,,-6.65,1.19396,-5.65319,-8.33042,-5.97236
2715,87335674,9551949,CC1=CC=CC=C1NC2=NC(=NC(=N2)N)CSC3=NC4=CC=CC=C4C(=O)N3C(C)COC,Inactive,0,,,-6.66,0.947192,-7.59708,-5.35981,-7.01065
2716,852579,655202,CC1=C(SC2=C1C(=O)N(C=N2)C)C(=O)O,Inactive,0,,,-6.66,3.68398,-11.8127,-4.78131,-3.39879
2717,17511541,12005532,COC(=O)CCCCCCCCC(CN1CCCCC1)O.Cl,Inactive,0,,,-6.67,2.22147,-3.66741,-8.97437,-7.36226
2718,56463265,5024764,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC(C)(C)CO,Inactive,0,,,-6.67,2.57017,-7.79632,-3.11786,-9.10538
2719,7970186,4347383,CC1=CC2=C(C=C1)C=C(C(=O)N2)CCNC(=O)C3CCCC3,Inactive,0,,,-6.68,1.75664,-4.22336,-7.59337,-8.22531
2720,17507827,3173738,CC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)N(C(C3=CC=CS3)C(=O)NC4CCCCC4)C(=O)C5=NC=CN=C5,Inactive,0,,,-6.68,2.28468,-4.09976,-9.65467,-6.2889
2721,49827109,979225,CC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)CN3CCOCC3,Inactive,0,,,-6.7,1.3813,-7.6144,-7.73339,-4.74553
2722,14728009,4129448,CCCCNC(=S)NNC(=O)C1=CSC(=C1)CC,Inactive,0,,,-6.7,1.75918,-7.21915,-4.33116,-8.54478
2723,49666902,6884297,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=C(C(=C(C(=C4F)F)F)F)F,Inactive,0,,,-6.7,3.14267,-4.99299,-11.1101,-4.00433
2724,85200314,44201436,CC(C)(C)OC(=O)C[C@@H](CC=C)C(=O)OC[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC=C)CC(=O)N[C@@H](CC2=CC=CC=C2)CO,Inactive,0,,,-6.7,1.59428,-8.84955,-5.03194,-6.2286
2725,24832148,3304383,C1CN(CCN1C2CC(=O)N(C2=O)CC3=CC=C(C=C3)Cl)C4=CC=CC=C4,Inactive,0,,,-6.71,1.94408,-4.89265,-5.82882,-9.40427
2726,7975467,2264253,CCOC(=O)NC(C(F)(F)F)(C(F)(F)F)NC1=NN=C(S1)SCC,Inactive,0,,,-6.71,2.10949,-9.39731,-4.24355,-6.49811
2727,89854033,256039,C1=CC=C(C=C1)COC2=NC(=NC=C2Br)OCC3=CC=CC=C3,Inactive,0,,,-6.72,2.06727,-9.63923,-5.19713,-5.31293
2728,7975236,1076575,COC1=C(C=CC(=C1)S(=O)(=O)N2CCN(CC2)C3=CC=CC=C3)Cl,Inactive,0,,,-6.72,2.73443,-4.96098,-10.5799,-4.61329
2729,57266253,16253286,CCOC1=CC=CC=C1NC(=O)C2CCCN2C(=O)C3=CC=CS3,Inactive,0,,,-6.72,1.93638,-5.91954,-4.84888,-9.38587
2730,17514640,5233936,CCOC1=CC=CC=C1C2CC(=NN2C(=O)C3=CC=CC=C3)C4=CC(=CC=C4)NS(=O)(=O)C,Inactive,0,,,-6.72,2.12481,-4.49442,-6.09342,-9.58334
2731,17415527,6896933,CCOC1=CC=CC=C1C(=O)N/N=C/C2=CC=CC3=C2N=CC=C3,Inactive,0,,,-6.73,3.23862,-11.2164,-5.27597,-3.69294
2732,103163086,16300988,CC(C(=O)NC1CCCCC1)OC(=O)C2=CC3=C(C=C2)OCO3,Inactive,0,,,-6.73,0.735077,-7.46327,-5.72486,-7.00022
2733,99495408,46948611,CC1(CCN1C(=O)C2=CC(=CC=C2)F)C(=O)NS(=O)(=O)C3=C(C=C(C=C3)F)F,Inactive,0,,,-6.73,0.961282,-7.78744,-6.94513,-5.46203
2734,22403131,2903433,CC(C)CNC(=O)C1CCN(CC1)CC2=CC=C(C=C2)OCC3=CC=CC=C3.C(=O)(C(=O)O)O,Inactive,0,,,-6.73,1.5348,-8.73084,-6.47512,-4.99835
2735,124754039,53300048,CCOC(=O)[C@]12CCC=C1N(C(=O)[C@@H](C2)CC(=O)N3CCN(CC3)C(=O)OCC)CC4=CC5=C(C=C4)OCO5,Inactive,0,,,-6.74,1.16352,-6.68671,-8.18504,-5.3363
2736,26659906,16681996,C/C=C/C(=O)NC1=CC=CC(=C1)C2=NOC3(C2)C[C@H](N(C3)C(=O)C4=C(C(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-])C)C(=O)N,Inactive,0,,,-6.74,2.54199,-3.66438,-9.88943,-6.65741
2737,89852626,219862,CC1=CC=CC=C1NC2=C3C=NN(C3=NC(=N2)C)C,Inactive,0,,,-6.74,0.817672,-7.57889,-7.02111,-5.63407
2738,22408231,2478301,CC1=CC(=C(C=C1)NC(=O)/C(=C/C2=CSC=C2)/C#N)C,Inactive,0,,,-6.76,1.78117,-4.85153,-9.13752,-6.28786
2739,24798879,16190550,CCOC(=O)C1(CCN(CC1)CC2=CC=CC=N2)CCC3=CC=CC=C3,Inactive,0,,,-6.76,1.11553,-6.01002,-8.33932,-5.93749
2740,7973444,738629,C1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NC3=CC=C(C=C3)Cl,Inactive,0,,,-6.77,3.85283,-1.84464,-11.2516,-7.20503
2741,49731537,20853464,COC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,0,,,-6.77,1.28724,-8.21216,-5.08803,-7.01933
2742,49730052,357770,C1=CC=C(C=C1)OCC(=O)NS(=O)(=O)C2=CC=CC=C2,Inactive,0,,,-6.78,0.797122,-7.90376,-6.189,-6.23766
2743,89855904,44825863,C1C2=CN=NN2C3=CC=CC=C3C(N1S(=O)(=O)C4=CC=CC=C4)C#N,Inactive,0,,,-6.78,2.19818,-4.78569,-5.71566,-9.84364
2744,14729629,5182007,CC(C)OC(=O)CSC1=NC2=C(CCC2)C(=C1C#N)C3CCC=CC3,Inactive,0,,,-6.79,2.96248,-3.25633,-10.5058,-6.60364
2745,17410081,3847342,C1=CC(=CC=C1NC(=O)NCCNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)OC(F)(F)F,Inactive,0,,,-6.79,0.967361,-7.50487,-5.42308,-7.4441
2746,14745723,2408836,CC1=NN(C(=C1)NC2=CC=C(C=C2)Cl)C3=CC(=CC=C3)Cl,Inactive,0,,,-6.8,1.08778,-5.57466,-8.21805,-6.60636
2747,99454090,46942482,COC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=CC(=NO3)C(=O)NCC4=CC=C(C=C4)F,Inactive,0,,,-6.8,0.457293,-7.17182,-6.15657,-7.07405
2748,103162895,954280,CS(=O)(=O)N(CCC1=CC=CC=C1)CC(=O)N2CCCCCC2,Inactive,0,,,-6.8,3.63774,-11.7168,-5.66975,-3.02542
2749,4265784,753334,CCN1C=C(C(=N1)C(=O)NCC2=CC=CO2)Br,Inactive,0,,,-6.8,1.60842,-4.53716,-8.09747,-7.77839
2750,14738113,4176489,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC=C(C=C3)NC4=NC5CS(=O)(=O)CC5S4,Inactive,0,,,-6.82,0.80143,-7.94581,-6.32125,-6.17912
2751,47195517,224621,C1COCCN1C(=S)CC2=CC=C(C=C2)C3=CC=CC=C3,Inactive,0,,,-6.82,1.46633,-8.72208,-5.1549,-6.5752
2752,17403395,5338861,CC1=CN(N=C1)C2=NC=NC(=C2)N/N=C/C3=CC=CC=C3F,Inactive,0,,,-6.84,3.02036,-6.50232,-3.32509,-10.6999
2753,17508474,988097,CC1=C(C(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)C4=C(C3)C=C(C=C4)S(=O)(=O)NC5=CC=CC(=C5C)C)C,Inactive,0,,,-6.85,0.951997,-7.85923,-5.57255,-7.11172
2754,17507028,712115,C1CC(=O)C(=C1C2=CC=C(C=C2)F)CC(=O)O,Inactive,0,,,-6.85,0.858461,-7.87229,-5.77153,-6.90184
2755,17505096,3099946,CC1=CC(=C(C=C1)N2C(=O)C(C(=N2)C)C(C3C(=NN(C3=O)C4=C(C=C(C=C4)C)C)C)C5=CC=CC=C5O)C,Inactive,0,,,-6.85,0.702149,-7.65241,-5.94307,-6.96262
2756,121283279,334424,CC1=CC(=NC(=C1C#N)OCC2CCCO2)C,Inactive,0,,,-6.86,0.538609,-7.37072,-6.11692,-7.09939
2757,7976396,2248043,C1=CC(=CC=C1F)S(=O)(=O)NCCCC(=O)O,Inactive,0,,,-6.86,3.47924,-5.26072,-11.6951,-3.63822
2758,103075456,49790515,C1=CC=C(C=C1)CCNC(=O)NC2=NC(=CS2)C(CC3=CC=C(C=C3)C(F)(F)F)N,Inactive,0,,,-6.87,3.61324,-11.9482,-4.7866,-3.86366
2759,14725312,695287,COC1=C(C=C2C(=C1)C(=O)N(C(=O)N2)C3CCCCC3)OC,Inactive,0,,,-6.88,2.83623,-10.8859,-4.66198,-5.10077
2760,14726967,3193712,C1CCC(C1)N2C(=NN=N2)C(C3=CC=C(C=C3)F)N(CC4CCCO4)CC5=CC=CO5,Inactive,0,,,-6.89,1.90983,-4.22357,-7.83386,-8.60513
2761,85200643,44201765,C=CCC[C@@H](CC1=CC=C(C=C1)F)C(=O)OC[C@H](C2=CC=CC=C2)NC(=O)[C@@H](CC=C)CC(=O)N(CCO)CC3=CC=CC=C3,Inactive,0,,,-6.9,1.92296,-4.40811,-7.18723,-9.09119
2762,4264607,2933098,C1CCC(CC1)OCC(CN2CCN(CC2)C3=CC=CC=C3)O,Inactive,0,,,-6.9,1.89443,-6.17338,-5.02426,-9.49235
2763,85201915,16302059,COC1=CC(=C(C=C1)OC)S(=O)(=O)NCCCN2CCOCC2.Cl,Inactive,0,,,-6.9,0.387191,-7.44403,-6.63805,-6.60812
2764,17433065,1266229,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)OCC(=O)NCC3=CC=NC=C3,Inactive,0,,,-6.9,5.59215,-3.17101,-14.8025,-2.72122
2765,14723346,919266,CC1=C(C(=NN1CC(=O)O)C)Cl,Inactive,0,,,-6.91,2.50143,-8.98389,-8.35348,-3.39051
2766,51085983,7202409,CC1=NN=C2N(C1=O)N=C(S2)SCC(=O)N3CCCCC3,Inactive,0,,,-6.92,1.10298,-5.35981,-7.7548,-7.64014
2767,14721654,3222676,CCOC1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3=NN=NN3C4=CC=CC=C4,Inactive,0,,,-6.93,2.66978,-4.60102,-5.51301,-10.6651
2768,22412353,15945600,CC1=C(N=NN1C2=CC=CC=C2)C3=NN=C(N3C4=CC=CC=C4Br)SCC(=O)O.O,Inactive,0,,,-6.93,0.758479,-6.28748,-6.50321,-7.99344
2769,24708186,16129564,C1CN(CCN1)C(=O)[C@H](CCCCN)N2C=C(N=N2)[C@H](CO)N.Cl,Inactive,0,,,-6.94,1.72358,-9.36763,-5.55896,-5.8857
2770,57262688,2335886,CC1=C(C=C(C=C1)C(=O)NCCCN2CCOCC2)S(=O)(=O)N3CCOCC3,Inactive,0,,,-6.94,0.647621,-6.17113,-7.75502,-6.88684
2771,47199778,23723952,COC1=CC=C(C=C1)CC(=O)NCC2CCCN(C2)CC3=CC(=CC=C3)C(F)(F)F,Inactive,0,,,-6.95,1.0782,-5.59058,-8.22775,-7.03296
2772,124755049,53300906,CCC(C1=NN=NN1C2=CC3=C(C=C2)OCCO3)N4CCN(CC4)CC,Inactive,0,,,-6.95,0.619937,-6.95883,-7.71133,-6.19282
2773,136946938,3707618,C=CCN1C(=NN=C1SCC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,0,,,-6.96,1.27875,-6.01761,-6.09314,-8.76723
2774,22413439,825208,CN1C2=C(C=CC(=C2)OC)C(=CC1=O)OC,Inactive,0,,,-6.96,1.99503,-5.66982,-9.7782,-5.43237
2775,4264940,2196909,C1=CC=C2C(=C1)C(=NN(C2=O)CCC(=O)N)C3=CC=C(C=C3)Cl,Inactive,0,,,-6.96,1.46291,-7.65012,-8.31085,-4.93039
2776,49674599,4770,C1=CC=C(C=C1)CCCOC(=O)N,Inactive,0,,,-6.97,0.949677,-7.53565,-7.75083,-5.63731
2777,49730779,20873228,CCN(C1=CC(=CC=C1)Cl)C(=O)CN2C=NC3=C(C2=O)N=C4N3CCCCC4,Inactive,0,,,-6.98,1.79565,-7.44498,-4.58608,-8.91028
2778,4249671,2739035,C1CCN(C1)C2=NC3=C(S2)C=C(C=C3Cl)Cl,Inactive,0,,,-6.98,1.185,-5.37135,-8.18693,-7.39018
2779,3711434,2671017,CC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC3=CC=CC=C3O2,Inactive,0,,,-6.99,1.11746,-6.77592,-5.74012,-8.45223
2780,24805223,785510,C1CCN(CC1)CCNC(=S)NC2=CC=CC=C2,Inactive,0,,,-7,0.295121,-6.81933,-7.41103,-6.75553
2781,87335480,236386,C1=CC=C(C=C1)OC(=O)CC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,-7,1.83728,-8.59134,-4.42288,-7.9762
2782,99495684,4831588,C1CC2=C(C1)C=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4C(=O)N3C5=CC(=C(C=C5)Cl)Cl,Inactive,0,,,-7.01,1.60799,-9.04561,-6.8679,-5.11448
2783,22416502,898123,CC1=CC=C(C=C1)/C=C/C(=O)NCC2=CC=CS2,Inactive,0,,,-7.02,1.82577,-9.12032,-7.25828,-4.66792
2784,24785383,16188811,C1=CC=C(C=C1)N2C(=O)/C(=C\C3=CSC=C3)/NC2=S,Inactive,0,,,-7.04,0.300784,-7.43263,-6.70258,-6.98162
2785,103076664,49791331,CC1=CC(=NN1C)C(=O)N2CCC2(C)C(=O)NC3=CC4=C(C=C3)NN=C4,Inactive,0,,,-7.04,1.72356,-5.27597,-6.4631,-9.37824
2786,7970352,3242574,CC1CC2=C(S1)C(=O)N(C(=N2)SCC(=O)NC3=C(C=C(C=C3)F)F)C,Inactive,0,,,-7.05,2.18741,-4.14898,-7.56606,-9.4316
2787,24839989,2997553,CCC1=C(C(=NC2=CC=CC=C2N1)NC(=O)CN3C=NC4=CC=CC=C4C3=O)C(=O)OCC,Inactive,0,,,-7.08,1.75604,-5.41476,-6.31617,-9.50787
2788,24787147,3124533,CC(=O)NC1=C(C=C2C(=C1[N+](=O)[O-])NC(=O)N2)[N+](=O)[O-],Inactive,0,,,-7.09,0.300244,-6.67837,-7.39193,-7.18938
2789,17513174,135517112,CCCCC(=O)N/N=C/C1=C(N(C(=S)NC1=O)C2CC2)O,Inactive,0,,,-7.09,2.08151,-4.47623,-9.5698,-7.21977
2790,87335346,3322909,C1C2CC3(CC1CC(C2)(C3)Br)CC(=O)OCC(=O)NC(=O)NCC4=CC=CO4,Inactive,0,,,-7.09,2.17745,-4.77291,-6.49928,-10.0065
2791,4262789,874546,CNC(=O)N1C=CC(=N1)C(=O)N2CCCCC2,Inactive,0,,,-7.1,1.08002,-6.86157,-8.53215,-5.92038
2792,103073637,49789282,CC1=CC=C(C=C1)NC(=O)C2(CCN2CC3=CC(=CC=C3)OCOC)C,Inactive,0,,,-7.11,2.08834,-4.24475,-7.91396,-9.1661
2793,49668491,5377598,CC\1=NN(C(=O)/C1=C/C2=CC=CC=C2OC)C3=CC=CC=C3,Inactive,0,,,-7.12,1.75589,-5.75776,-5.99487,-9.59545
2794,24790233,785020,CC1=C(SC(=C1C#N)NC(=O)CCC(=O)O)C,Inactive,0,,,-7.12,4.06189,-3.16154,-12.7053,-5.49789
2795,24818545,272502,CC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,Inactive,0,,,-7.12,2.58896,-3.48004,-8.62251,-9.26506
2796,26731564,2822304,C1C(C2=C(S1(=O)=O)C=C(C=C2)[N+](=O)[O-])SCC(=O)NNC(=O)C3=CC=CC=C3,Inactive,0,,,-7.13,1.23769,-7.9656,-5.38085,-8.04535
2797,26659487,16681840,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N2CC3(C[C@H]2C(=O)N)CC(=NO3)C4=CC(=CC=C4)NC(=O)C(=C)C,Inactive,0,,,-7.13,1.55269,-9.1736,-5.41129,-6.8102
2798,7976484,887698,CC1=C(C=CO1)C(=O)NCC2=CC3=C(C=C2)OCO3,Inactive,0,,,-7.14,2.93685,-11.2898,-5.20985,-4.91988
2799,49667494,3549654,CCC(C)NC(=O)C1(C2=CC=CC=C2NC(=O)N1C3=CC(=C(C=C3)C)C)O,Inactive,0,,,-7.15,0.441357,-6.89315,-6.79039,-7.77379
2800,124755395,53301229,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=CC=CC=C24)CC5=CC=CC=C5)C6=CC=CC=C6C=C3,Inactive,0,,,-7.15,1.69586,-4.75663,-8.33919,-8.36881
2801,17513289,5804570,C1CN(CCN1C2=C(C=CC=C2Cl)[N+](=O)[O-])C(=O)/C=C/C3=CC=C(C=C3)Cl,Inactive,0,,,-7.16,11.9888,1.85835,0.771942,-24.0994
2802,56319393,18160419,CC1CCCN(C1)C(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC(=C3)[N+](=O)[O-],Inactive,0,,,-7.16,2.27183,-4.74043,-10.2021,-6.54738
2803,24834307,4373988,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)COC(=O)CC2CC3CCC2C3,Inactive,0,,,-7.17,1.98156,-9.83446,-6.59084,-5.08554
2804,14720870,1164251,CC(C)OC(=O)CSC1=NN=C(N1C)CNC2=CC(=CC=C2)Cl,Inactive,0,,,-7.17,2.42318,-3.74534,-8.86959,-8.9016
2805,26658348,1404043,C1=COC(=C1)/C=C/2\C(=O)N(C(=S)S2)N,Inactive,0,,,-7.17,1.12731,-5.84562,-8.60146,-7.07255
2806,14723022,1087157,CS(=O)(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,-7.18,1.17255,-8.83907,-6.38214,-6.32236
2807,851449,135449492,CCOC1=CC=C(C=C1)CC2C(=O)N/C(=N\C3=CC=CC=N3)/S2,Inactive,0,,,-7.18,0.84979,-7.3761,-6.05892,-8.11337
2808,24840603,2997970,CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)CC2=NNC(=O)C3=CC=CC=C32,Inactive,0,,,-7.19,2.48454,-10.5443,-6.40508,-4.61099
2809,844811,647142,C1CCC(CC1)NC(=O)CN2N=C(N=N2)C3=CC=CC=C3NC(=O)C4CC4,Inactive,0,,,-7.2,1.22141,-8.81364,-5.86275,-6.91101
2810,16953817,5099635,CCNC(=S)NN=C1CCC(CC1)C(C)(C)C,Inactive,0,,,-7.21,2.1026,-9.3243,-4.33952,-7.95355
2811,852536,655160,C1COCCN1C(=O)CCNC2=NNC(=O)NC2=O,Inactive,0,,,-7.22,0.596434,-7.30862,-6.44567,-7.89807
2812,49828881,17584976,CSCC[C@@H](C(=O)N1CCC2(CC1)C3=C(CCN2)NC=N3)NC(=O)COC4=CC=C(C=C4)Cl,Inactive,0,,,-7.22,1.08294,-7.47831,-5.78337,-8.39799
2813,17402539,6404526,C1=CC=C(C=C1)C2=NN=C(C(=C2)C#N)OC3=CC=CC=C3,Inactive,0,,,-7.22,2.52144,-8.7549,-9.24217,-3.66642
2814,4242579,3237413,CCC1C(=O)N(C2=CC=CC=C2S1)CC(=O)NCCC(C)C,Inactive,0,,,-7.22,2.93546,-4.73665,-11.3442,-5.5845
2815,14727249,3226278,C1CCC(CC1)NC(=O)N2CCCC(C2)C3=NC(=NO3)C4=CC=CS4,Inactive,0,,,-7.22,1.51093,-8.83924,-7.62956,-5.20528
2816,49713822,135693579,CC1=C([C@@H](NC(=NCC2=CC(=CC=C2)C(F)(F)F)N1CC3=CC=CC=C3)C4=CC(=CC=C4)F)C(=O)OC,Inactive,0,,,-7.23,2.2548,-10.0403,-7.12472,-4.52011
2817,4261934,1520613,CSC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3N=C2C4=CSC=N4,Inactive,0,,,-7.23,1.82303,-5.16695,-6.93325,-9.60195
2818,24811706,16193413,CC(=O)N1CCC(CC1)N(CCN2CCOCC2)C(=S)NC3=C(C=C(C=C3)Cl)OC,Inactive,0,,,-7.24,1.58304,-7.75918,-5.09532,-8.86753
2819,47204063,3158030,C1C(ON=C1C2=C(C=CC=C2Cl)F)C(=O)NC3=C(C=CC(=C3)Cl)O,Inactive,0,,,-7.25,1.98189,-4.47749,-8.25782,-9.00533
2820,14735096,2287870,COC(=O)C1=CC=C(C=C1)OCCOC2=CC=CC=C2,Inactive,0,,,-7.26,2.49549,-8.79003,-3.7359,-9.24045
2821,24793266,6458380,COC1=C(C=C(C=C1Cl)Cl)CNCC2=CC=CC=C2.Cl,Inactive,0,,,-7.27,2.42029,-6.32859,-4.88304,-10.5851
2822,26668011,655609,CC1=CC(=C2C(=C1)C=C(C(=O)N2)CN(CC3COCCO3)C(=O)NC4=CC(=CC=C4)OC)C,Inactive,0,,,-7.27,1.44914,-7.27922,-5.49142,-9.04106
2823,160654067,70679921,CC(C)C[C@@H](C(=O)NCCCC1=CC=CC=C1)NC2(CCC2)C(=O)NCCC3=CNC4=CC=CC=C43,Inactive,0,,,-7.27,1.68622,-8.17203,-4.91213,-8.73864
2824,24812618,16193721,C1CC(OC1)CNC2=C(C(=O)N(N=C2)C34CC5CC(C3)CC(C5)C4)Cl,Inactive,0,,,-7.28,1.61087,-6.71037,-5.64603,-9.46871
2825,4260202,971040,COCC(=O)NC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)OC,Inactive,0,,,-7.28,0.74277,-7.92412,-6.23558,-7.66663
2826,144089273,60156402,CCOC(=O)[C@]12CCCC=C1N(C(=O)[C@@H]2CC(=O)N3CCN(CC3)C(=O)OCC)CC4=CC=C(C=C4)OC,Inactive,0,,,-7.28,2.69266,-8.88755,-9.47514,-3.49206
2827,14723299,692885,CCS(=O)(=O)NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C,Inactive,0,,,-7.29,1.69396,-8.23123,-4.91022,-8.725
2828,22415957,2291672,CC1=CC(=C(C(=C1)C)NC(=O)C(=O)NC)C,Inactive,0,,,-7.29,2.23043,-9.1023,-8.62761,-4.15138
2829,49642033,1088124,CC1=NC2=NC=NN2C(=C1)NC3=C(C(=CC=C3)Cl)Cl,Inactive,0,,,-7.3,2.01118,-5.24995,-6.62555,-10.0344
2830,87336773,44601651,CC(C)N(C(C)C)C(=O)[C@H]1C[C@@H](C(=O)N2[C@@]1(C3=C(CC2)C4=C(N3)C=CC(=C4)Cl)C)CC(=O)NCCN5CCOCC5,Inactive,0,,,-7.32,1.64066,-8.42579,-8.52693,-4.9971
2831,134214497,56588126,CC(C)CC1=C(N=CN1CCC2=CC=CC=C2OC)C3=CC=CC=C3F.C(=O)(C(F)(F)F)O,Inactive,0,,,-7.32,1.78055,-9.75337,-5.54639,-6.65358
2832,14721161,1133053,CCN1C(=NN=C1SCC(=O)NC2=CC=CC=C2OC)CNC3=CC=C(C=C3)F,Inactive,0,,,-7.32,1.38465,-5.38198,-8.05541,-8.52625
2833,17507818,1048590,CC1=C(C2=C(C=C1)NC(=C2N=NC(=O)CCC3=CC=CC=C3)O)Br,Inactive,0,,,-7.32,3.57934,-11.5014,-7.70454,-2.75896
2834,22416082,886476,C1CN(CCN1C2=CC=CC=N2)C(=S)NC3=CC=CC=C3F,Inactive,0,,,-7.33,2.92192,-3.2419,-8.8375,-9.90445
2835,49823618,19653821,CCOC(=O)C1=C(SC(=C1C2=CC=CC=C2)C)NC(=S)N3CCN(CC3)C,Inactive,0,,,-7.33,1.16173,-8.39614,-5.71292,-7.8752
